Datum,Gemeinde,Ortsteil,Straße,Kategorie,Einbruchsversuch,Täter festgenommen?,ganze Polizei-Meldung
20.02.2015,Mosbach,Waldstadt,Solbergallee 41,Kindergarten,X,,"Umsonst waren die Bemühungen unbekannter Krimineller in der vergangenen Woche in Mosbach-Waldstadt. Innerhalb dieses Zeitraums wollten sie sich gewaltsam Zutritt zu dem Kindergarten Bruder-Klaus in der Solbergallee verschaffen. Dabei beschädigten sie die Hintereingangstür sowie zwei Fenster, die jedoch den Einbruchsversuchen der Täter standhielten. Allerdings hatten sie dadurch einen Sachschaden in noch nicht bekannter Höhe angerichtet. Möglicherweise ist Passanten oder Anwohner in den letzten Tagen etwas Verdächtiges im Bereich des Tatortes aufgefallen. Sie sollten sich in diesem Fall an die Polizei Mosbach, Telefon 067261 8090, wenden."
20.02.2015,Eppingen,Gemmingen,Massenbacher Weg 11,Schule,,,"Im Zeitraum Donnerstag auf Freitag, brachen unbekannte Täter in die Schule in Gemmingen, Massenbacher Weg ein. In der Küche der Schule wurde wahllos der Inhalt des Kühlschranks herausgenommen , auf den Boden geworfen und bis auf die Flure verteilt. Einige Glasbehältnisse wurden auch ins Freie geworfen. Auf eine Tafel in einem Klassenzimmer wurden abfällige Bemerkungen über Lehrer geschrieben. Zeugenhinweise bitte an das Polizeirevier Eppingen unter Tel.Nr. 07262/60950"
20.02.2015,Massenbachhausen,,Daimlerstraße,Firmengebäude,,,"Im Laufe der Woche brachen unbekannte Täter in die Werkhalle einer Firma in der Daimler-straße ein. Über ein aufgewuchtetes Fenster des Büroraumes gelangten die Täter ins Innere. Sie erbeuteten einen Fernseher sowie mehrere Elektrowerkzeuge der Marke Hilti. Der Wert des Diebesgutes beläuft sich auf mehrere tausend Euro. Der Tatzeitraum lässt sich nicht genau eingrenzen, da die Firma über die Faschingsferien nicht arbeitete. Hinweise an das Polizeirevier Lauffen, Tel.Nr. 07133/2090"
21.02.2015,Heilbronn,Biberach,Kreisstraße 9650,Firmengebäude,,,"Bislang unbekannte Täter verschafften sich in Heilbronn-Biberach in der Nacht zum Samstag Zutritt zu einer Lagerhalle. Nachdem sie das Tor des umzäunten Geländes in der Nähe der Kreisstraße 9650 aufgebrochen hatten, gelangten die Einbrecher auf das Gelände. Dort machten sie sich an der Halle einer ehemaligen Gärtnerei zu schaffen. Aus dem Inneren entwendeten sie bisherigen Erkenntnissen zufolge mehrere Werkzeuge sowie einen Stromgenerator. Personen, die etwas Verdächtiges beobachtet haben, sollten sich bei der Polizei Heilbronn-Böckingen unter Telefon 07131 20406-0 melden."
22.02.2015,Eppingen,Elsenz,,Kirche,,,"Nachdem sich ein derzeit noch unbekannter Einbrecher zunächst in der Nacht auf vergangenen Dienstag Zutritt in die katholische Kirche in Eppingen-Elsenz verschaffte (siehe Pressemitteilung vom 18.02.2015), ermittelt die Polizei erneut wegen eines Einbruchs. In der Nacht zum Sonntag gelangte der Täter vermutlich über den Friedhof, der sich oberhalb der Kirche befindet, an eine Nebeneingangstüre des Bauwerks und brach sie auf. Im Inneren des Gebäudes hebelte der Täter weiterhin eine Tür zur Sakristei auf. Offenbar fand er darin jedoch nichts Stehlenswertes, sodass er das Gebäude ohne Beute verließ. Zeugen, die etwas Verdächtiges beobachtet haben werden gebeten, sich mit der Polizei unter Telefon 07262 6095-0 in Verbindung zu setzen."
22.02.2015,Obersulm,Sülzbach,Hauptstraße,Einkaufsmöglichkeit,,,"Auf Zeugen hofft die Obersulmer Polizei nach einem Einbruch in ein Sonnenstudio in Obersulm-Sülzbach. Bislang unbekannte Täter brachen zwischen Samstag, 13 Uhr, und Sonntag, 09:45 Uhr, die Eingangstüre des Geschäfts auf, das sich in einem Wohn- und Geschäftshaus im Ortskern der Hauptstraße befindet, und gelangten so in die Räumlichkeiten. Am Tresen hebelten die Einbrecher eine Schublade auf und entwendeten etwas Bargeld. Weiterhin nahmen die Unbekannten einen kompletten Würfeltresor mit. In diesem befand sich ebenfalls Bargeld sowie Kundenkarten, auf denen Guthaben für Besonnungen aufgebucht waren. Möglicherweise wurden der oder die Täter bei der Tat beobachtet. Personen, die sachdienliche Hinweise geben können sollten sich bei der Polizei unter Telefon 07130 7077 melden."
22.02.2015,Großrinderfeld,,Frankenstraße,,,,"Ein Clubheim in der Großrinderfelder Frankenstraße wurde in der Zeit vom vergangenen Mittwoch bis Sonntagmorgen, 10.00 Uhr, das Ziel eines bislang unbekannten Einbrechers. An einem am Clubhaus angebauten Holzschuppen brach der Einbrecher das Vorhängeschloss auf, um in die Räumlichkeiten zu gelangen. Nach bisherigen Erkenntnissen wurde nichts entwendet, jedoch Sachschaden von rund 100 Euro verursacht. Zeugen, die während des Tatzeitraums verdächtige Beobachtungen gemacht haben, werden gebeten, sich an die Tauberbischofsheimer Polizei, Telefon 09341 81-0, zu wenden."
21.02.2015,Elztal,Muckental,Limbacher Straße,,,,"Ein Wohnhaus in der Muckentaler Limbacher Straße wurde am Samstag, in der Zeit von 18.00 bis 19.00 Uhr, das Ziel eines bislang unbekannten Einbrechers, zu dem er sich über ein gekipptes Fenster Zugang verschaffen konnte. Der Langfinger entwendete aus dem Haus Bargeld und Schmuck. Zur Höhe des Diebesgutes können derzeit noch keine näheren Angaben gemacht werden. Zeugen sollten sich mit der Polizei in Mosbach, Telefon 06261 809-0, in Verbindung setzen."
22.02.2015,Kupferzell,Rüblingen,Bühlingsweiler,,,,"Bereits in der Zeit von Sonntag, 8. Februar, 18.00 Uhr, bis Sonntag, 22. Februar, 16.50 Uhr, brach ein bislang unbekannter Täter in eine Scheune in der Straße ""Bühlingsweiler"" in Kupferzell-Rüblingen ein. Nach bisherigen Erkenntnissen entwendete der Einbrecher aus der Scheune sowie dem angrenzenden Heulager nichts. Personen, die verdächtige Beobachtungen gemacht haben, werden gebeten, sich mit der Künzelsauer Polizei, Telefon 07940 940-0, in Verbindung zu setzen."
23.02.2015,Künzelsau,,Mörikestraße,Kindergarten,,,"Sachschaden in Höhe von rund 400 Euro entstand bei einem Einbruch in einen Kindergarten in der Künzelsauer Mörikestraße. Ein bislang noch Unbekannter hebelte in der Zeit zwischen Freitag, 17 Uhr, und Montag, 7 Uhr, eine Türe auf und gelangte so ins Gebäude. Nach derzeitigem Sachstand wurden dann alle Räumlichkeiten durchsucht; ob etwas entwendet wurde, ist derzeit noch nicht bekannt. Die Polizei Künzelsau, Telefon 07940 940-0, sucht Zeugen, die über das Wochenende im Bereich des Kindergartens verdächtige Wahrnehmungen gemacht haben."
23.02.2015,Bad Mergentheim,,Buchenerstraße,,X,,"Ein bislang noch Unbekannter versuchte in der Zeit zwischen Sonntagabend, 17 Uhr, und Montagmorgen, 7 Uhr, ein Garagentor in der Buchenerstraße Bad Mergentheim aufzubrechen. Das Tor und die Schließanlage hielten seinen Bemühungen jedoch Stand, sodass er letztlich nicht ins Gebäude kam. Möglicherweise wurde er aber auch bei dem Versuch gestört und flüchtete deshalb. Der angerichtete Sachschaden blieb mit rund 30 Euro relativ gering. Die Polizei Bad Mergentheim, Telefon 07931 9189-0, sucht Zeugen."
23.02.2015,Heilbronn,Kirchhausen,,,,,"In ein Wohnhaus in Heilbronn-Kirchhausen brach ein unbekannter Täter am Montag ein. Nachdem er eine Terrassentür auf der Gebäuderückseite eingeschlagen hatte, gelangte er ins Gebäude und durchstöberte sämtliches Inventar nach möglicher Diebesbeute. Aus einem Schrank entwendete der Unbekannte Bargeld. Weitere Gegenstände wurden nach bisherigen Erkenntnissen nicht gestohlen. Der Einbruch wurde von einer 77-jährigen Bewohnerin bemerkt, als sie gegen 16 Uhr nach Hause kam. Wie sich bei den Ermittlungen herausstellte, hörte ein Zeuge gegen 14:30 Uhr laute Geräusche, die er zunächst nicht zuordnen konnte. Es ist daher wahrscheinlich, dass sich der Täter um diese Zeit Zutritt in die Wohnung verschafft hatte. Da zunächst unklar war, wann eingebrochen wurde, fahndete die Polizei mit mehreren Streifen nach dem möglichen Täter. Personen, die etwas Verdächtiges beobachtet haben, sollten sich bei der Polizei Kirchhausen unter Telefon 07066 94010 melden."
23.02.2015,Bad Wimpfen,,Breslauer Straße,,X,,"Mit zahlreichen Streifen fahndete die Polizei am Montagmorgen vergeblich nach zwei Männern, die zuvor versucht hatten, in ein Wohnhaus in Bad Wimpfen einzubrechen. Kurz vor 10 Uhr alarmierte ein Anwohner die Polizei, da er beobachtet hatte, wie sich zwei dunkel gekleidete Gestalten an der Tür eines Wohnhauses in der Breslauer Straße zu schaffen machten. Ins Gebäude gelangten die Einbrecher nicht. An der Tür entstand Sachschaden in dreistelliger Höhe. Einer der Täter soll etwa 35 bis 40 Jahre alt und etwa 1,80 Meter groß sein. Er hat eine sportliche, athletische Figur und ein schlankes Gesicht. Zur Tatzeit trug er eine schwarze Winterjacke, eine braune Jogginghose sowie eine schwarze Mütze. Sein Komplize wird auf 50 bis 60 Jahre alt und zirka 1,75 groß geschätzt. Er hat eine normale Figur mit Bauchansatz, ein breites Gesicht mit spitzer Nase und Kinn. Er war bekleidet mit einem dunklen Wintermantel, einer dunklen Hose und einer grauen Wollmütze. Einer der Täter hatte eine schwarze Sporttasche der Marke Adidas bei sich. Bei beiden Männern soll es sich allem Anschein nach um Osteuropäer handeln. Personen, die sachdienliche Hinweise zu den Tätern geben können, sollten sich bei der Polizei Bad Wimpfen unter Telefon 07063 93340 melden."
22.02.2015,Obersulm,,Oberer Weg,Kindergarten,,,"Wie mittlerweile bei der Polizei angezeigt wurde, brachen Unbekannte am vergangenen Wochenende nicht nur in ein Sülzbacher Sonnenstudio ein, sondern suchten auch in einem Kindergarten in der Straße ""Oberer Weg"" nach möglicher Beute, nachdem sie sich zuvor über eine Terrassentür Zutritt zum Gebäude verschafft hatten. In den Räumlichkeiten durchstöberten die Langfinger sämtliche Schränke und fanden eine Geldkassette mit etwas Bargeld, die sie mitnahmen. An der Tür entstand Sachschaden in noch unbekannter Höhe. Auch ein Frisörgeschäft in der Sülzbacher Hauptstraße sollte Ziel der Einbrecher sein. Sie versuchten auch hier die Eingangstür aufzubrechen, was ihnen allerdings nicht gelang. Es entstand dennoch Sachschaden in Höhe von mehreren hundert Euro. Ein Zusammenhang zwischen den Taten scheint wahrscheinlich zu sein. Die Polizei bittet unter Telefon 07130 7077 weiterhin um Hinweise, die zur Aufklärung hilfreich sein könnten."
22.02.2015,Obersulm,Sülzbach,Hauptstraße,Einkaufsmöglichkeit,,,"Wie mittlerweile bei der Polizei angezeigt wurde, brachen Unbekannte am vergangenen Wochenende nicht nur in ein Sülzbacher Sonnenstudio ein, sondern suchten auch in einem Kindergarten in der Straße ""Oberer Weg"" nach möglicher Beute, nachdem sie sich zuvor über eine Terrassentür Zutritt zum Gebäude verschafft hatten. In den Räumlichkeiten durchstöberten die Langfinger sämtliche Schränke und fanden eine Geldkassette mit etwas Bargeld, die sie mitnahmen. An der Tür entstand Sachschaden in noch unbekannter Höhe. Auch ein Frisörgeschäft in der Sülzbacher Hauptstraße sollte Ziel der Einbrecher sein. Sie versuchten auch hier die Eingangstür aufzubrechen, was ihnen allerdings nicht gelang. Es entstand dennoch Sachschaden in Höhe von mehreren hundert Euro. Ein Zusammenhang zwischen den Taten scheint wahrscheinlich zu sein. Die Polizei bittet unter Telefon 07130 7077 weiterhin um Hinweise, die zur Aufklärung hilfreich sein könnten."
24.02.2015,Neckarsulm,,Amselweg,,,,"In ein Wohnhaus in Neckarsulm brachen unbekannte Täter zwischen Samstagmorgen und Dienstagnachmittag ein. Über ein zuvor gewaltsam geöffnetes Kellerfenster gelangten die Einbrecher ins Innere des Wohnhauses im Amselweg und durchstöberten dort sämtliches Inventar nach möglicher Diebesbeute. Ersten Erkenntnissen zufolge nahmen die Täter Schmuck mit. Ob weitere Gegenstände gestohlen wurden, ist derzeit noch unklar. Personen, die etwas Verdächtiges beobachtet haben werden gebeten, sich unter Telefon 07132 9371-0 bei der Neckarsulmer Polizei zu melden."
24.02.2015,Ellhofen,,Bergstraße,,,,"Ein Wohnhaus in Ellhofen war am Dienstag das Ziel unbekannter Einbrecher. Zwischen 16:30 Uhr und 21:30 Uhr gelangten die Unbekannten über ein aufgehebeltes Toilettenfenster ins Innere das Hauses in der Bergstraße. Dort durchstöberten sie sämtliches Inventar nach Stehlenswertem und verwüsteten dabei nahezu das gesamte Haus. Aus einer Geldkassette nahmen sie etwas Bargeld mit. Die Höhe des angerichteten Schadens ist noch unklar. Zeugen, die etwas Verdächtiges beobachtet haben, mögen sich bei der Weinsberger Polizei unter Telefon 07134 992-0 melden."
25.02.2015,Wertheim,Dertingen,Aalbachstraße,Einkaufsmöglichkeit,,,"In eine Metzgerei brach ein unbekannter Täter in der Zeit von Dienstag, 19.30 Uhr, bis Mittwoch, 1.00 Uhr, in der Wertheim-Dertinger Aalbachstraße ein. Nachdem der Einbrecher eine Türe aufgehebelt hatte, konnte er ins Gebäudeinnere gelangen, um dort sämtliche Räumlichkeiten nach Diebesgut zu durchforsten. Anschließend durchsuchte er den Verkaufsraum einer angrenzenden Bäckerei nach Stehlbarem. Aus mehreren Behältnissen entwendete der Täter Bargeld, verließ danach das Objekt über die Aalbachstraße und flüchtete in unbekannte Richtung. Zeugen werden gebeten, sich an die Wertheimer Polizei, Telefon 09342 9189-0, zu wenden."
25.02.2015,Heilbronn,,Südstraße,,,,"Mit der Aufklärung zweier Einbrüche sowie eines Einbruchsversuchs in der Nacht zum Mittwoch in Heilbronn sind die Polizeibeamten der Ermittlungsgruppe Einbruch beschäftigt. Über ein Fenster im Hochparterre eines Hauses in der Südstraße gelangten die Unbekannten in ein dortiges Büro. Aus diesem entwendeten die Diebe einen Stempel im Wert von 10 Euro. Durchstöbert wurde nichts. Am Fenster entstand Sachschaden in Höhe von etwa 250 Euro. Weiterhin warf ein Unbekannter eine Fensterscheibe im Innenhof eines Gebäudekomplexes einer Schule in der Weststraße ein, um ins Innere das Hauses zu gelangen. Das Fenster ließ sich jedoch nicht öffenen, weswegen der Täter nicht in die Räumlicheiten kam. Der Sachschaden wird auf etwa 1.000 Euro geschätzt. Um an das Bargeld eines Geldspielautomaten zu gelangen, verschaffte sich ein Einbrecher in derselben Nacht gewaltsam Zutritt in eine Gaststätte in der Klarastraße. Vermutlich zwischen 23 Uhr und 06:00 Uhr gelangte der Täter auf unbekannte Art in das Treppenhaus eines Mehrfamilienhauses. Dort brach er eine Tür, die zur Gaststätte führt, auf und machte sich an einem unmittelbar dahinter hängenden Geldspielautomaten zu schaffen. Nachdem er diesen aufgebrochen hatte, entwendete er das darin befindliche Bargeld in noch unbekannter Höhe. Der angerichtete Sachschaden kann ebenfalls noch nicht beziffert werden. Personen, die in den genannten Fällen etwas Verdächtiges beobachtet haben, sollten sich bei der Heilbronner Polizei unter Telefon 07131 104-2500 melden."
25.02.2015,Heilbronn,,Weststraße,Schule,X,,"Mit der Aufklärung zweier Einbrüche sowie eines Einbruchsversuchs in der Nacht zum Mittwoch in Heilbronn sind die Polizeibeamten der Ermittlungsgruppe Einbruch beschäftigt. Über ein Fenster im Hochparterre eines Hauses in der Südstraße gelangten die Unbekannten in ein dortiges Büro. Aus diesem entwendeten die Diebe einen Stempel im Wert von 10 Euro. Durchstöbert wurde nichts. Am Fenster entstand Sachschaden in Höhe von etwa 250 Euro. Weiterhin warf ein Unbekannter eine Fensterscheibe im Innenhof eines Gebäudekomplexes einer Schule in der Weststraße ein, um ins Innere das Hauses zu gelangen. Das Fenster ließ sich jedoch nicht öffenen, weswegen der Täter nicht in die Räumlicheiten kam. Der Sachschaden wird auf etwa 1.000 Euro geschätzt. Um an das Bargeld eines Geldspielautomaten zu gelangen, verschaffte sich ein Einbrecher in derselben Nacht gewaltsam Zutritt in eine Gaststätte in der Klarastraße. Vermutlich zwischen 23 Uhr und 06:00 Uhr gelangte der Täter auf unbekannte Art in das Treppenhaus eines Mehrfamilienhauses. Dort brach er eine Tür, die zur Gaststätte führt, auf und machte sich an einem unmittelbar dahinter hängenden Geldspielautomaten zu schaffen. Nachdem er diesen aufgebrochen hatte, entwendete er das darin befindliche Bargeld in noch unbekannter Höhe. Der angerichtete Sachschaden kann ebenfalls noch nicht beziffert werden. Personen, die in den genannten Fällen etwas Verdächtiges beobachtet haben, sollten sich bei der Heilbronner Polizei unter Telefon 07131 104-2500 melden."
25.02.2015,Heilbronn,,Klarastraße,Gaststätte,,,"Mit der Aufklärung zweier Einbrüche sowie eines Einbruchsversuchs in der Nacht zum Mittwoch in Heilbronn sind die Polizeibeamten der Ermittlungsgruppe Einbruch beschäftigt. Über ein Fenster im Hochparterre eines Hauses in der Südstraße gelangten die Unbekannten in ein dortiges Büro. Aus diesem entwendeten die Diebe einen Stempel im Wert von 10 Euro. Durchstöbert wurde nichts. Am Fenster entstand Sachschaden in Höhe von etwa 250 Euro. Weiterhin warf ein Unbekannter eine Fensterscheibe im Innenhof eines Gebäudekomplexes einer Schule in der Weststraße ein, um ins Innere das Hauses zu gelangen. Das Fenster ließ sich jedoch nicht öffenen, weswegen der Täter nicht in die Räumlicheiten kam. Der Sachschaden wird auf etwa 1.000 Euro geschätzt. Um an das Bargeld eines Geldspielautomaten zu gelangen, verschaffte sich ein Einbrecher in derselben Nacht gewaltsam Zutritt in eine Gaststätte in der Klarastraße. Vermutlich zwischen 23 Uhr und 06:00 Uhr gelangte der Täter auf unbekannte Art in das Treppenhaus eines Mehrfamilienhauses. Dort brach er eine Tür, die zur Gaststätte führt, auf und machte sich an einem unmittelbar dahinter hängenden Geldspielautomaten zu schaffen. Nachdem er diesen aufgebrochen hatte, entwendete er das darin befindliche Bargeld in noch unbekannter Höhe. Der angerichtete Sachschaden kann ebenfalls noch nicht beziffert werden. Personen, die in den genannten Fällen etwas Verdächtiges beobachtet haben, sollten sich bei der Heilbronner Polizei unter Telefon 07131 104-2500 melden."
25.02.2015,Ellhofen,,Weststraße,,,,"Nachdem bereits am Vortag ein Einbruch in ein Wohnhaus in der Ellhofener Bergstraße angezeigt worden war, wurde nun ein weiterer Einbruch in ein Haus in der Weststraße gemeldet. Eine 45-Jährige zeigte an, dass vermutlich in der Nacht auf Mittwoch eine Tür zum Keller des Hauses aufgebrochen worden war. In den Räumlichkeiten durchstöberte der Unbekannte sämtliche Schränke und Schubladen nach möglichem Diebesgut. Auch die Tür einer zweite Wohnung im Obergeschoss des Hauses wurde aufgehebelt und die Wohnung durchstöbert. Etwas Stehlenswertes hatte der unbekannte Dieb dabei aber nicht gefunden und musste daher ohne Beute von Dannen ziehen. Zeugen, die sachdienliche Angaben machen können, werden gebeten, sich mit der Weinsberger Polizei unter Telefon 07134 513-0 in Verbindung zu setzen."
25.02.2015,Öhringen,,Wintergasse,,,,"Gewaltsam traten derziet noch unbekannte Einbrecher in der Nacht zum Mittwoch, zwischen 01:30 Uhr und 12:20 Uhr, die Eingangstüre eines Mehrfamilienhauses in der Wintergasse in Öhringen ein. Sie verschafften sich anschließend mit körperlicher Gewalt Zutritt zur Wohnung im ersten Obergeschoss. Diese wurde nach Stehlenswertem durchstöbert und durchwühlt. Dabei fiel ihnen etwas Schmuck sowie Bargeld in die Hände. Anschließend verließen die Einbrecher die von ihnen verwüstete Wohnung wieder und flüchteten unerkannt. Der entstandene Sachschaden wird auf zirka 700 Euro geschätzt. Zeugen, die etwas Verdächtiges beobachtet haben, werden gebeten sich mit der Polizei Öhringen unter 07941 9300 in Verbindung zu setzen."
26.02.2015,Heilbronn,Neckargartach,,,,,"In ein Reihenhaus in Heilbronn-Neckargartach brachen unbekannte Täter am Donnerstagabend ein. In der Zeit zwischen 18:00 Uhr und 21:15 Uhr gelang es den Einbrechern die Terrassentür aufzuhebeln und so ins Innere des Hauses zu gelangen, wo sie die Zimmer und diverse Möbel nach möglicher Beute durchstöberten. Ob etwas gestohlen wurde, ist derzeit noch unklar. An der Türe entstand Sachschaden in Höhe von etwa 1.000 Euro. Zeugen, die verdächtige Beobachtungen gemacht haben, sollten diese der Polizei Heilbronn-Böckingen unter Telefon 07131 20406-0 melden."
26.02.2015,Heilbronn,,Badstraße,Gaststätte,,,Auf Bargeld sowie eine Flasche Wein hatte es ein unbekannter Einbrecher in der Nacht auf Donnerstag in Heilbronn abgesehen. Zwischen 17:45 Uhr und 07:00 Uhr verschaffte sich der Täter über ein Fenster gewaltsam Zutritt zum Büro eines Gastronomiebetriebs eines Pflegeheims in der Badstraße. Dort durchstöberte er sämtliche Schubladen und Schränke nach möglicher Beute und fand dabei etwas Bargeld. Weiterhin nahm er eine Flasche Wein mit. Die Höhe des Schadens ist derzeit noch unbekannt.
27.02.2015,Mosbach,,Neckarelzer Straße,Einkaufsmöglichkeit,,,"Einen Einbruch in ein Mosbacher Casino in der Neckarelzer Straße begingen bislang Unbekannte in der Zeit vom frühen Freitagmorgen, 2.00 Uhr bis 5.55 Uhr. Die Einbrecher durchtrennten einen Grundstückszaun an der Gebäuderückseite und drückten einen weiteren Zaun um. Am Haus hebelten sie ein Fenstergitter sowie ein Fenster auf, um in die Räumlichkeiten zu gelangen. Im Casino brachen sie mehrere Spielautomaten auf und entwendeten deren Inhalt. Die Höhe des Diebesgutes steht derzeit noch nicht fest. Eine verdächtige Beobachtung meldete zur gleichen Zeit ein Zeuge in der Martin-Butzer-Straße, welche möglicherweise im Zusammenhang mit der Tat stehen könnte. Dort wurden gegen 4.45 Uhr drei Männer beobachtet, die eine weiße, große Tasche bei sich trugen, möglicherweise sogar Werkzeug mit sich führten. Sie flüchteten danach in unbekannte Richtung. Die verdächtigen Personen könnten möglicherweise osteuropäischer Herkunft sein. Zeugenhinweise erbittet die Mosbacher Polizei, Telefon 06261 809-0."
26.02.2015,Heilbronn,Neckargartach,Danziger Straße,,,,"Am Donnerstag, den 26.02.2015 zwischen 18:00 und 21:15 Uhr, hebelten unbekannte Täter die Terrassentür eines Reihenhauses in der Danziger Straße auf. Das Haus wurde von den Tätern durchsucht. Der Sachschaden beläuft sich auf 1.000 Euro. Inwieweit die Täter etwas entwendeten, ist noch nicht geklärt. Das Polizeirevier Heilbronn-Böckingen, Telefon 07131 204060, sucht Zeugen."
28.02.2015,Wertheim,,Friedrichstraße,Firmengebäude,,,"In der Nacht zum Samstag, dem 28.02.2015 zwischen 01:45 und 02:30 Uhr, drang ein unbekannter Täter in eine Firma in Wertheim in der Friedrichstraße ein. In der Folge entwendete er aus einem Schrank einen Safe mit Bargeld. Zeugen, die Angaben zu dem Vorfall machen können, werden gebeten, sich an das Polizeirevier in Wertheim unter der Telefonnummer 09342 9189-0 zu wenden."
26.02.2015,Boxberg,,Karl-Hofmann-Straße,,,,"In ein leerstehendes Haus in der Karl-Hofmann-Straße wurde in der Zeit zwischen Dienstag, dem 24.02.2015 und Donnerstag, dem 26.02.2015 eingebrochen. Der Besitzer des Hauses stellte am Donnerstag gegen 18:30 Uhr fest, dass an der Kellertüre ein Fenster eingeschlagen worden und ein unbekannter Täter in das Wohnhaus eingedrungen war. Entwendet wurde durch den Täter jedoch offensichtlich nichts, da sich in dem Haus keine Wertgegenstände mehr befanden. Wie die Ermittlungen ergaben, hatte der Täter zuvor vergeblich versucht, die Haustüre aufzuhebeln. Hierdurch entstand ein Sachschaden in Höhe von 200 Euro."
02.03.2015,Nordheim,,Talstraße,Gaststätte,,,"Eine Metalltüre an der Rückseite eines Gebäudes in der Nordheimer Talstraße brachen Unbekannte in der Nacht zum Montag auf. Offensichtlich in der Zeit zwischen 4 und 4:15 Uhr gelangten die Täter durch diese dann ins Gebäude, hebelten dort eine zweite Türe auf und erreichten so die Räume einer Gaststätte. Dort öffneten sie die Registrierkasse, in der ein kleinerer Geldbetrag lag. Außerdem wuchteten sie zwei Geldspielautomaten auf und nahmen die Münzbehälter mit noch nicht bekanntem Inhalt mit. Der entstandene Sachschaden liegt im höheren vierstelligen Bereich. Hinweise auf die Täter hat die Polizei keine."
02.03.2015,Güglingen,,Wilhelm-Arnold-Platz 1,Schule,,,"Über ein derzeit an der Güglinger Realschule stehendes Gerüst gelangten Unbekannte in der Nacht zum Montag an ein Fenster im Obergeschoß des Gebäudes. Nachdem sie dieses aufgebrochen hatten stiegen sie ins Sekretariat ein und gelangten über dieses ins Rektorat. Dort wuchteten sie einen kleinen Tresor auf und stahlen daraus Bargeld. Zeugen, die in der Nacht von Sonntag auf Montag im Bereich der Realschule und am Wilhelm-Arnold-Platz verdächtige Personen beobachtet haben, werden gebeten, sich mit dem Polizeiposten Güglingen, Telefon 07135 6507, in Verbindung zu setzen."
03.03.2015,Buchen,,Eisenbahnstraße,Einkaufsmöglichkeit,,,"Einbrecher trieben in der Nacht zum Dienstag in Buchen ihr Unwesen. Die Unbekannten drangen durch ein Sektionaltor in ein Gebäude in der Eisenbahnstraße ein und gelangten so in den Laden eines Orthopädiegeschäfts. Dort stahlen sie etwas Bargeld aus der Ladenkasse und verschwanden wieder. In der Wilhelmstraße hebelten die Täter die Schiebetüre einer Apotheke auf. Auch hier hatten sie es offensichtlich nur auf Bargeld abgesehen. Allerdings war die Kasse leer und sie mussten sich ohne Beute trollen.Im selben Gebäude statteten die Langfinger dann auch einem Modegeschäft einen ""Besuch"" ab. Sie kletterten durch ein Fenster, das sie zuvor aufgewuchtet hatten. Hier erbeuteten sie etwas Bargeld. Außerdem zogen sie einer Schaufensterpuppe eine 379 Euro teure marinefarbene Steppjacke aus und nahmen diese mit. Auch zwei silberne Pullover der Marke Monari mit einem Wert von jeweils rund 120 Euro wechselten die Besitzer. In allen drei Fällen hat die Polizei keinerlei Täterhinweise und hofft auf Hinweise. Zeugen, die verdächtige Personen oder ein Fahrzeug beobachtet haben werden gebeten, sich mit dem Revier in Buchen, Telefon 06281 9040, in Verbindung zu setzen."
03.03.2015,Buchen,,Wilhelmstraße,Einkaufsmöglichkeit,,,"Einbrecher trieben in der Nacht zum Dienstag in Buchen ihr Unwesen. Die Unbekannten drangen durch ein Sektionaltor in ein Gebäude in der Eisenbahnstraße ein und gelangten so in den Laden eines Orthopädiegeschäfts. Dort stahlen sie etwas Bargeld aus der Ladenkasse und verschwanden wieder. In der Wilhelmstraße hebelten die Täter die Schiebetüre einer Apotheke auf. Auch hier hatten sie es offensichtlich nur auf Bargeld abgesehen. Allerdings war die Kasse leer und sie mussten sich ohne Beute trollen.Im selben Gebäude statteten die Langfinger dann auch einem Modegeschäft einen ""Besuch"" ab. Sie kletterten durch ein Fenster, das sie zuvor aufgewuchtet hatten. Hier erbeuteten sie etwas Bargeld. Außerdem zogen sie einer Schaufensterpuppe eine 379 Euro teure marinefarbene Steppjacke aus und nahmen diese mit. Auch zwei silberne Pullover der Marke Monari mit einem Wert von jeweils rund 120 Euro wechselten die Besitzer. In allen drei Fällen hat die Polizei keinerlei Täterhinweise und hofft auf Hinweise. Zeugen, die verdächtige Personen oder ein Fahrzeug beobachtet haben werden gebeten, sich mit dem Revier in Buchen, Telefon 06281 9040, in Verbindung zu setzen."
03.03.2015,Walldürn,Altheim,Baulandstraße,Firmengebäude,,,"Ein Türschloss knackten Unbekannte in der Nacht zum Dienstag zu einer Maschinenhalle einer Firma in der Altheimer Baulandstraße. Von dieser aus gelangten die Einbrecher in das Büro, wo sie in einem Schrank eine Geldkassette fanden, aus der sie etwas Bargeld stahlen. Außer dem Bargeld interessierte die Diebe offensichtlich nichts. Hinweise gehen an den Polizeiposten Walldürn, Telefon 06282 926660."
