Wann?,Ort,Ortsteil,Strasse,Schaden?,Privat,Firma,Gaststätte,Sonstige,Meldung,Ortsdaten  www.gpsies.com/coordinate.do
27.01.2014,Heilbronn,,Ludwigsburger Straße,,,,x,,"Auf eine Gaststätte in der Ludwigsburger Straße in Heilbronn hatte es in der Nacht zum Montag ein bislang unbekannter Einbrecher abgesehen. Der Täter hatte dazu eine Tür aufgebrochen und konnte so in das Innere des Gebäudes gelangen. Durch wuchtete der Unbekannte drei Spielautomaten auf und ließ das darin befindliche Bargeld in noch unbekannter Höhe mitgehen. Der angerichtete Sachschaden ist beträchtlich, lässt sich bisher aber noch nicht genau beziffern. Sachdienliche Hinweise nimmt die Polizei Heilbronn-Böckingen unter der Tel.Nr.: 07131 204060 entgegen.",
28.01.2014,Heilbronn,,Poststraße,,,,,Kindergarten,"In der Nacht von Montag auf Dienstag gelangte ein bislang Unbekannter in der Poststraße in Heilbronn-Kirchhausen, vermutlich über ein verschlossenes Tor auf das eingezäunte Gelände eines Kindergartens. Dort hebelte er ein Fenster auf und stieg ins Gebäude ein. In den Räumlichkeiten brach der Einbrecher diverse verschlossene Schranktüren auf. Da sich im Kindergarten kein lohnenswertes Stehlgut befand, entwendete der Täter nichts. Es entstand Sachschaden am Kindergarten in bislang unbekannter Höhe. Um sachdienliche Hinweise bittet die Polizei in Heilbronn-Kirchhausen unter der Telefonnummer: 07066 9401-0.",
28.01.2014,Heilbronn,,Asperger Straße,,,,,Kindergarten,"Der Kindergarten in der Heilbronner Asperger Straße war in der Nacht zum Dienstag das Ziel eines bislang unbekannten Einbrechers. Der Täter wuchtete zunächst ein Fenster auf und konnte so in das Innere des Gebäudes gelangen. Dort wurden sämtliche Behältnisse durchwühlt. Außer, dass dem Unbekannten etwas Bargeld indie Hände fiel, richtete er auch noch eine Sachschaden in Höhe von mehreren hundert Euro an. Sachdienliche Hinweise nimmt die Polizei Heilbronn-Kirchhausen unter der Tel.Nr.: 07131 94010 entgegen.",
28.01.2014,Heilbronn,,Wilhelm-Blos-Straße,,x,,,,"In der Wilhelm-Blos-Straße in Heilbronn haben Unbekannte vergeblich versucht, bei einem Einbruch Beute zu machen. Gegen 20.20 Uhr wollten sie dort in das Untergeschoß eines Wohngebäudes eindringen, indem sie versuchten ein Fenster aufzuhebeln. Die installierte Warnanlage reagierte und schlug Alarm. Die Täter flüchteten. Sachdienliche Hinweise zu der Tat nimmt die Heilbronner Polizei unter der Telefonnummer 07131 104-2500 entgegen.",
28.01.2014,Leingarten,,Heilbronner Straße,,,x,,,Unbekannte drangen in der Nacht zum Dienstag in drei Geschäfte in der Heilbronner Straße in Leingarten-Großgartach ein. Von der Rückseite einer Reiseagentur aus dran-gen sie in den dort gelegenen Sozialraum ein und durchsuchten die Schränke. Offenbar fanden sie jedoch nichts Stehlenswertes.,
28.01.2014,Leingarten,,,,,x,,,"In einer benachbarten Bäckerei, an der die Täter zuvor eine Schiebetür aufgehebelt hatten, fanden die Einbrecher dagegen einen kleineren Bargeldbetrag, den sie aus einem ebenfalls gewaltsam aufgebrochenen Schrank herausnahmen.",
28.01.2014,Leingarten,,Heilbronner Straße,,,x,,,"Schließlich verschafften sie sich auch noch Zugang zu einer nahe gelegenen Buchhandlung. Aus der dortigen Auslage entwendeten sie Zigaretten. Zudem wurden zwei Türen erheblich beschädigt. Der Gesamtschaden bei den drei Einbrüchen beläuft sich auf etwa 8.000 Euro. Zeugen, die im Tatzeitraum zwischen Montag, 20 Uhr, und Dienstag, 4 Uhr, etwas Verdächtiges im Bereich der Heilbronner Straße bemerkt haben, sollten sich beim Polizeiposten Leintal, Telefon 07138 8106 0, melden.",
29.01.2014,Bretzfeld,,Ackermannweg,,,,,Kindergarten,"In der gleichen Nacht und der gleichen Straße wurde in den katholischen Kindergarten eingebrochen. Auch hier wurde ein Fenster aufgehebelt und im Gebäudeinnern offenbar gezielt nach Bargeld gesucht. Falls die Täter auf eine reiche Beute gehofft hatten, blieb dieser Wunsch glücklicherweise unerfüllt. Lediglich einen recht geringen Bargeldbetrag konnten die Diebe mitgehen lassen. Der angerichtete Sachschaden beträgt in diesem Fall mindestens 1.000 Euro. Die Kindertagesstätte in der Steinsfeldstraße blieb ebenfalls nicht unbehelligt. Nach der gleichen Vorgehensweise wurde auch dort nach Geld gesucht. Nur wenige Euro fielen den Unbekannten in die Hände. Der Sachschaden beläuft sich hier auf mehrere hundert Euro. Beim Einbruch in den Kindergarten in der Humboldtstraße hatten die Täter wiederum ein Fenster aufgehebelt und im Gebäudeinnern alles durchsucht. Da offenbar kein Bargeld zu finden war, wurde ein Büroraum brachial aufgebrochen und eine alte, antiquarische Nähmaschine der Marke Gritzner, Typ VG, gestohlen. Danach verschwanden die Unbekannten vermutlich durch die Terrassentür. Die Polizei Bretzfeld bittet dringend um Hinweise, die zur Ermittlung der Täter führen. Sachdienliche Angaben werden unter der Tel.Nr.: 07946 940-010 entgegengenommen.",
29.01.2014,Bretzfeld,,Ackermannstraße,,x,,,,Mit der Aufklärung mehrerer Einbrüche ist die Polizei Bretzfeld derzeit beschäftigt. In der Nacht zum Mittwoch trieben dort vermutlich zwei bislang Unbekannte ihr Unwesen. So wurden in der Ackermannstraße in die Vereinsräume einer Pfadfindergruppe eingebrochen. Die Täter hatten dazu ein Fenster aufgehebelt und konnten so in das Innere der Räumlichkeiten gelangen. Dort wurden sämtliche Behältnisse durchsucht. Insgesamt fielen den Täter bei diesem Beutezug rund 200 Euro Bargeld in die Hände. Der angerichtete Sachschaden beläuft sich auf knapp 1.000 Euro.,
30.01.2014,Leingarten,,Heilbronner Straße,,,x,,,Eine Firma in der Heilbronner Straße in Leingarten war in der Nacht zum Donnerstag das Ziel eines bislang unbekannten Einbrechers. Der Täter hatte dort ein Fenster aufgewuchtet und konnte so in das Innere des Gebäudes gelangen. Sämtliche Räume und Behältnisse wurden durchsucht. Dem Einbrecher fiel ein niedriger vierstelliger Eurobetrag in die Hände. Der angerichtete Sachschaden beläuft sich auf über 1.000 Euro. Sachdienliche Hinweise nimmt die Polizei Leintal unter der Tel.Nr.: 07138 81063-0 entgegen.,
01.02.2014,Schwaigern,,Weststraße,,,,,Schule,"In der Nacht von Freitag auf Samstag brachen unbekannte Täter in die Grundschule in Schwaigern in der Weststraße ein. Zugang verschafften sich die Täter über ein Fenster im Lehrerzimmer. Dort wurden sämtliche Schränke aufgebrochen. Ebenso wurde das Zimmer zum Sekretariat und das Rektorzimmer aufgebrochen, sowie weitere verschlossene Klassenzimmer und darin befindliche Schränke. Der angerichtete Sachschaden ist weitaus höher als das erbeutete Diebesgut, ein Notebook im Wert von einigen hundert Euro. Hinweise bitte an das Polizeirevier Lauffen, Tel.Nr. 07133/2090",
01.02.2014,Bad Wimpfen,,Kirschenweg,,x,,,,"Zu einem Einbruchsversuch, kam es im Zeitraum von Samstag, 25. Januar, 09.00 Uhr bis Samstag, 01. Februar 2014, 09.00 Uhr im Bad Wimpfener Kirschenweg. Ein Unbekannter hatte versucht, die Haustür eines Einfamilienhauses aufzuhebeln, was jedoch glücklicherweise nicht gelang. Der angerichtete Sachschaden hält sich in Grenzen. Hinweise nimmt die Polizei Bad Wimpfen unter der Tel.Nr.: 07063 9334-0 entgegen.",
02.02.2014,Schwaigern,,Obelisk,,,,,Kindergarten,"In den Kindergarten ""Obelisk"" in Schwaigern drangen am vergangenen Wochenende Einbrecher ein. Sie hatten zuvor ein über den Garten zugängliches Fenster aufgebrochen und sich anschließend in den Räumlichkeiten umgesehen. Sie brachen dort mehrere Schränke auf und entnahmen schließlich aus einer vorgefundenen Geldkassette einen geringeren Bargeldbetrag. Über die Terrasse verließen die Täter den Kindergarten. Der von ihnen angerichtete Sachschaden übersteigt den Wert ihrer Beute bei weitem. Das Polizeirevier Lauffen nimmt unter der Telefonnummer 07133 2090 Hinweise zu dem Einbruch entgegen.",
02.02.2014,Schwaigern,,Schloßstraße,,,,,Kindergarten,"Ein bislang Unbekannter suchte, in der Zeit von Freitagnachmittag bis Sonntag, drei Kindergärten in Schwaigern heim. An dem Gebäude in der Schloßstraße hatte der Täter ein Fenster aufgebrochen und konnte so in das Innere des Kindergartens eindringen. Dort wuchten noch weitere Behältnisse und Schränke gewaltsam geöffnet. Vermutlich fand der Einbrecher nichts für ihn Stehlenswertes vor. Der angerichtete Sachschaden beläuft sich allerdings auf rund 1.500 Euro.",
02.02.2014,Schwaigern,,Gratstraße,,,,,Kindergarten,"Im gleichen Tatzeitraum erhielt auch der Kindergarten in der Gratstraße ungebetenen Besuch. Wiederum drang der Einbrecher durch ein aufgewuchtetes Fenster in das Gebäude ein, wo eine Tür gewaltsam geöffnet wurde. Auch in diesem Fall wurde vermutlich nichts gestohlen. Die Höhe des angerichteten Sachschadens steht noch nicht fest. Sachdienliche Hinweise nimmt die Polizei Lauffen unter der Tel.Nr.: 07133 209-0 entgegen.",
02.02.2014,Schwaigern,,Weststraße,,,,,Schule,"Nach zwei Einbrüchen in einen Kindergarten sowie in die Grundschule in Schwaigern wurde dem Polizeiposten Leintal nun eine weitere, gleichgelagerte Tat gemeldet. Im Zeitraum zwischen Freitagabend, 18 Uhr, und Samstag, 4:50 Uhr, waren Unbekannte in die Sonnenberg-Förderschule in der Weststraße eingedrungen und hatten sich anschließend ebenfalls gewaltsam Zugang zu mehreren Innenräumen verschafft. Dabei erlangten sie Bargeld und nahmen eine Bankkarte mit. Mit dieser gelang es den Tätern mehrfach Geld abzuheben. Der Sach- und Diebstahlschaden liegt im fünfstelligen Euro-Bereich. Sachdienliche Hinweise zu den drei Taten nimmt die Polizei in Leintal, Telefon 07138 810630, entgegen.",
02.02.2014,Heilbronn,,Zehentgasse,,,,x,,"In eine Heilbronner Gaststätte in der Zehentgasse drangen in der Nacht zum Sonntag unbekannte Täter ein. In der Zeit zwischen Sonntag, 2.30 Uhr und 10 Uhr, verschafften sie sich über die Haupteingangstür gewaltsam Zugang zum Gastraum. Anschließend hebelten sie zwei Kellertüren sowie die Metalltür zum Getränkelager auf. Schließlich fanden sie einen Tresor, den sie mit Brachialgewalt von der Wand stemmten und komplett mitnahmen. Zudem entwendeten die Einbrecher eine vorgefundene Geldkassette. Der Sach- und Diebstahlschaden ist fünfstellig. Zeugen, die zur Tatzeit im Bereich der Osteria etwas Verdächtiges beobachtet haben, sollten sich beim Polizeirevier Heilbronn, Telefon 07131 104 2500, melden.",
02.02.2014,Heilbronn,,Achtungstraße,,,,x,,"Eine Gaststätte in der Heilbronner Achtungstraße war am Sonntag, gegen 02.00 Uhr, das Ziel eines bislang unbekannten Einbrechers. Der Täter hatte zunächst versucht, ein Fenster aufzuwuchten, ließ dann aber von seinem Vorhaben ab und machte sich an der Eingangstür zu schaffen. Allerdings scheiterte sein Einbruchsversuch, sodass der Unbekannte unverrichteter Dinge den Tatort verließ. Die Höhe des angerichteten Sachschadens ist derzeit noch nicht bekannt. Sachdienliche Hinweise nimmt die Polizei Heilbronn unter der Tel.Nr.: 07131 104-2500 entgegen.",
02.02.2014,Kirchardt,,Kettendstraße,,,,x,,"Ein Clubhaus in der Kirchardter Kettendstraße war in der Nacht zum Sonntag das Ziel eines bislang unbekannten Einbrechers. Der Täter wuchtete zunächst ein Fenster auf und konnte so in das Innere des Gebäudes gelangen. Von dort ließ der Einbrecher ein Fernsehgerät, mehrere Flaschen Whiskey und Münzgeld in noch unbekannter Höhe mitgehen. Sachdienliche Hinweise nimmt die Polizei Eppingen unter der Telefon 07262 6095-0 entgegen.",
02.02.2014,Oberstenfeld,,Robert-Bosch-Straße,,,x,,,"Vermutlich auf Bargeld und Zigaretten abgesehen hatten es bislang Unbekannte, als sie im Zeitraum zwischen Sonntag 19:00 Uhr und Montag etwa 08:50 Uhr in einen Getränkemarkt in der Robert-Bosch-Straße eindrangen. Über die frei zugängliche Gebäuderückseite gelangten die Täter auf das Firmengelände und arbeiteten sich bis zu einem Fenster im Obergeschoss vor, das sie kurzerhand aufhebelten, um in die Räumlichkeiten einzusteigen. In einem Büroraum durchwühlten sie sämtliche Schränke und Schubladen und ließen Bargeld in Höhe von mehreren Hundert und verschiedene Scheckkarten mitgehen. Im weiteren Verlauf ihrer Diebestour fielen ihnen im Verkaufsraum 150 Schachteln Zigaretten im Wert von etwa 750 Euro in die Hände, die sie mitgehen ließen. Der angerichtete Sachschaden wurde mit etwa 200 Euro beziffert. Die polizeilichen Ermittlungen dauern an. Hinweise nimmt der Polizeiposten Großbottwar unter Telefon 07148/1625-0 entgegen.",
03.02.2014,Abstatt,,Happenbacher Straße,,,x,,,"Eine Großbaustelle in der Happenbacher Straße in Abstatt war in der Zeit von Samstag, 15.15 Uhr bis Montag, 08.00 Uhr, das Ziel eines unbekannter Einbrechers. Der Täter hatte gewaltsam ein Eingangstor geöffnet und hatte es auf die dort gelagerten Sprieße abgesehen. Es handelt sich dabei um die Menge von rund 400 Stück, mit einem Gesamtwert von rund 40.000 Euro. Zum Abtransport muss mit großer Wahrscheinlichkeit ein Lkw verwendet worden sein. Das Gesamtgewicht des Diebesgutes dürfte bei etwa 12 Tonnen liegen. Der angerichtete Sachschaden liegt bei rund 1.000 Euro. Sachdienliche Hinweise nimmt die Polizei Weinsberg unter der Tel.Nr.: 07134 992-0 entgegen.",
03.02.2014,Künzelsau,,Frankenweg,,x,,,,"Ein Einbrecher war am Montag, zwischen 14 und 18 Uhr, in einem Künzelsauer Alterswohnsitz im Frankenweg aktiv. Der Täter betrat in diesem Zeitraum das Zimmer einer Bewohnerin und hatte dabei offenbar gleich geeignetes Werkzeug mitgebracht um den darin befindlichen Schreibtisch aufzuwuchten. Daraus entnahm er eine schwarze Geldtasche mit der Aufschrift ""Volksbank"", in der sich Bargeld befand. Die Polizei sucht nun Zeugen, die im genannten Zeitraum verdächtige Beobachtungen in dem Seniorenheim gemacht haben. Hinweise bitte unter Telefon 07940 9400.",
03.02.2014,Möckmühl,,Ruchsener Straße,,x,,,,"Ein Gartenhaus in der Ruchsener Straße in Möckmühl, war in der Nacht zum Montag das Ziel eines Einbrechers. Der Unbekannte hatte das Fenster des Häuschens aufgebrochen und konnte so in das Innere des Raumes gelangen. Von dort ließ der Täter eine Bohrmaschine und zwei Flaschen Schnaps mitgehen. Sachdienliche Hinweise nimmt die Polizei Möckmühl unter der Tel.Nr.: 06298 92000 entgegen.",
04.02.2014,Dörzbach,,Drehergasse,,,x,,,"Bislang unbekannte Einbrecher gelangten in der Nacht zum Dienstag in ein Dörzbacher Schreibwarengeschäft. In der Zeit zwischen 18.40 Uhr und 7:50 Uhr versuchten die Unbekannten zunächst eine Türe des Geschäfts in der Drehergasse aufzuhebeln. Da dies misslang, brachen sie ein Oberlicht auf dem Dach des Gebäudes auf und gelangten so in die Räumlichkeiten. Im Inneren wuchteten sie mehrere Schränke auf und durchstöberten diese. Gestohlen wurde aus diesen wahrscheinlich nichts. Aus einer Zigarettenauslage sowie weiteren Behältnissen entwendeten die Langfinger eine größere Menge an Zigarettenschachteln sowie -Stangen. Durch ein weiteres Oberlicht transportierten die Einbrecher ihre Beute nach draußen. Am Gebäude entstand Sachschaden in Höhe von etwa 1.000 Euro. Der Wert des Diebesguts kann bislang nicht beziffert werden. Zeugen die verdächtige Beobachtungen gemacht haben, werden gebeten, sich mit der Polizei Künzelsau, unter Telefon 07940 940-0 in Verbindung zu setzen.",
04.02.2014,Eppingen,,Elsenzstraße,,,x,,,Auf den Lebensmittelladen beim Eppinger Asylbewerberheim in der Elsenzstraße hatte es in der Zeit von Sonntag bis Dienstag ein bislang Unbekannter abgesehen. Der Täter wuchtete dort ein Fenster auf und konnte so in den Verkaufsraum gelangen. Dort ließ der Einbrecher Lebensmittel und Süßigkeiten im Wert von etwa 150 Euro mitgehen. Sachdienliche Hinweise nimmt die Polizei Eppingen unter der Tel.Nr.: 07262 6095-0 entgegen,
04.02.2014,Heilbronn,,Querschulgasse,,,,x,,"Ein weiterer Einbruch wurde am Dienstag, in der Zeit von 01.00 Uhr bis 09.30 Uhr in der Heilbronner Querschulgasse verübt. Der Täter hatte dort das Fenster einer Gaststätte aufgebrochen und konnte so in das Innere des Lokals gelangen. Dort wuchtete der Unbekannte zwei Geldspielautomaten auf und ließ Bargeld in noch unbekannter Höhe mitgehen. Auch in der Lammgasse schlug der Einbrecher zu.",
04.02.2014,Heilbronn,,Gartenstraße,,x,,,,"Auf ein Wohnhaus in der Heilbronner Gartenstraße hatte es ein bislang Unbekannter am Dienstag, in der Zeit von 11.00 Uhr bis 18.30 Uhr abgesehen. Der Täter gelangte auf bisher nicht bekannte Weise in das Mehrfamilienhaus und brach dort eine Wohnungstür auf. Mehrere Räume wurden durchsucht. Ob der Einbrecher etwas gestohlen hat, ist bisher noch nicht bekannt.",
04.02.2014,Heilbronn,,,,x,,,,"Am Dienstag, in der Zeit von 06.45 Uhr bis 16.00 Uhr, gelangte der Täter in das Treppenhaus eines Mehrfamilienhauses und öffnete gewaltsam eine Wohnungstür. Sämtliche Räume wurden durchsucht. Vermutlich fielen dem Unbekannten mehrere Schmuckstücke in die Hände.",
04.02.2014,Heilbronn,,Gartenstraße,,x,,,,"Ebenfalls am Dienstagnachmittag gelang es einem Unbekannten in der Gartenstraße auf die gleiche Art, in eine Wohnung zu gelangen. Dort wurde alles durchsucht. Ob etwas gestohlen wurde, lässt sich bisher noch nicht definitiv sagen. Die Polizei Heilbronn nimmt unter der Tel.Nr.: 07131 104-2500 sachdienliche Hinweise entgegen.",
04.02.2014,Heilbronn,,Schillerstraße,,x,,,,"Vermutlich nicht mit der Anwesenheit der Bewohnerin eines Hauses in der Heilbronner Schillerstraße hatten Einbrecher am Dienstag, gegen 13.30 Uhr, gerechnet. Sie machten sich an der Haustür eines Anwesens zu schaffen. Die Hausbesitzerin hörte die Geräusche und sah nach. Dies veranlasste die Täter aus nachvollziehbaren Gründen zum Rückzug. Sie hinterließen einen kleineren Sachschaden an der Haustür. Eventuell haben Anwohner oder Passanten im Tatzeitraum etwas Verdächtiges im Bereich der Schillerstraße bemerkt. Sie sollten sich bei der Heilbronner Polizei, Telefon 07131 104 2500, melden.",
06.02.2014,Mainhardt,,Am Moosbach,,,x,,,"Ein vorbeifahrender Verkehrsteilnehmer meldete in der Nacht zum Donnerstag der Haller Polizei, dass an einem Geschäft Am Moosbach der Alarmmelder in Betrieb ist. Die Polizei stellte fest, dass in der Zeit vor 2.30 Uhr eine rote Rundummeldung abgeschlagen und akustische Signalgeber beschädigt worden waren. An einem Nebeneingang wurde erfolglos versucht die Tür aufzubrechen, danach wurde die Haupteingangstür eingedrückt. Ob die Täter aus dem laden etwas entwendet haben, muss zusammen mit dem Betreiber noch geklärt werden. Zeugen, die im Tatortbereich in der Nacht von Mittwoch auf Donnerstag etwas beobachtet haben, was mit der tat in Verbindung zu bringen ist, werden gebeten, sich bei der Polizei in Schwäbisch hall (0791/4000) zu melden.",
06.02.2014,Schöntal,,Kessachstraße,,,x,,,"Auf einen Einkaufsmarkt in der Schöntal-Oberkessacher Kessachstraße hatte es ein bislang Unbekannter am Donnerstag, in der Zeit zwischen 02.00 Uhr bis 06.45 Uhr, abgesehen. Der Einbrecher hatte dort ein Fenster aufgewuchtet und konnte so in das Innere des Marktes gelangen. Von dort ließ er eine komplette Ladenkasse mit etwas Bargeld, ein Laptop und über 600 Schachteln Zigaretten mitgehen. Der Wert des Diebesgutes dürfte bei rund 5.000 Euro liegen. Der angerichtete Sachschaden beläuft sich auf etwa 2.000 Euro. Sachdienliche Hinweise nimmt die Polizei Krautheim unter der Tel.Nr.: 06294 234 entgegen.",
07.02.2014,Bad Friedrichshall,,Schafgrube,,x,,,,"Zwei unbekannte Täter versuchten am Freitagabend, 07.02., gegen 18.30 Uhr, in ein Wohnhaus in der Schafgrube in Kochendorf einzubrechen. Als sie vom Eigentümer während seiner Heimkehr bemerkt wurden, flüchteten die Personen unverrichteter Dinge durch den Garten ins angrenzende freie Gelände. Die Täter waren ca. 18 bis 20 Jahre alt und ca. 175 bis 180 cm groß, mit schlanker bzw. sportlicher Gestalt. Ein Täter war mit einem grau/schwarzgestreiften (Kapuzen)Pulli bekleidet. Eine Sofortfahndung der Polizei, bei der auch ein Hubschrauber eingesetzt wurde, verlief ergebnislos. Personen, die zum Vorfall Beobachtungen gemacht haben, werden gebeten, sich mit dem Polizeiposten Bad Friedrichshall (07136-9803-0) in Verbindung zu setzen.",
08.02.2014,Bretzfeld,Bitzfeld,Heilbronner Straße,,,x,,,"Unbekannte Täter brachen im Ortsteil Bitzfeld in der Nacht zum 08.02.2013 in eine Tankstelle ein. Sie entwendeten Tabakwaren und Motorenöl für mehrere tausend Euro. Die weiteren Ermittlungen werden vom Polizeirevier Öhringen geführt, welches unter der Telefonnummer 07941 930-0 Hinweise entgegen nimmt.",
09.02.2014,Bad Friedrichshall,,Poststraße,,,x,,,"Auf ein Ladengeschäft in der Jagstfelder Poststraße hatte es ein bislang Unbekannter am Sonntag, gegen 05.30 Uhr, abgesehen. Der Täter hatte versucht, die Eingangstür aufzuhebeln, was ihm jedoch nicht gelang.",
09.02.2014,Bad Friedrichshall,,Poststraße,,,x,,,"Vermutlich die gleiche Person hatte an diesem Morgen, sich auch an der Tür eines wenige Meter entfernten Geschäftes versucht. Wiederum gelang es dem Einbrecher nicht, die Eingangstür zu öffnen. Die Höhe des angerichteten Gesamtsachschadens ist bislang noch nicht bekannt. In diesem Zusammenhang bittet die Polizei dringend darum, dass Personen, welche am Sonntagmorgen im Bereich der Poststraße diesbezüglich verdächtige Wahrnehmungen machen konnten, sich unter der Tel.Nr.: 07131 104-4444 mit der Kriminalpolizei in Verbindung setzen.",
09.02.2014,Eppingen,Mühlbach,Ochsenburgerstrasse,,,,x,,"Unbekannte Täter warfen in der Nacht zum Samstag, 08.02.2014, mit einem Stein die Fensterscheibe eines Sportheims im Ortsteil Mühlbach ein und gelangten so in das Sportheim. Hier wurden Türen aufgetreten. Aus einer Kasse entwendete sie Bargeld im dreistelligen Bereich. Der angerichtete Sachschaden beläuft sich auf 2.000 Euro.",
09.02.2014,Eppingen,,Unterdorfstraße,,,,x,,"Auf ein Vereinsgebäude in Eppingen-Adelshofen, in der Unterdorfstraße, hatte es in der Zeit von Sonntag, 20.15 Uhr bis Montag, 10.50 Uhr, ein bislang Unbekannter abgesehen. Der Täter war auf noch nicht geklärte Weise in das Gebäude eingedrungen. Dort wurden sämtliche Räume und Behältnisse durchsucht. Dem Einbrecher fiel dabei etwas Wechselgeld in die Hände. Der angerichtete Sachschaden beträgt mehrere hundert Euro. Sachdienliche Hinweise nimmt die Polizei Eppingen unter der Tel.Nr.: 07262 60950 entgegen.",
09.02.2014,Eppingen,,Hohlweg,,x,,,,"Am Sonntagnachmittag machten sich in Eppingen gegen 15:25 Uhr im Langenberger Hohlweg drei bislang unbekannte jugendliche Täter am Schloss der Türe eines Garten-hauses zu schaffen, als sie von Zeugen gestört wurden. Auf Ansprechen, was sie denn machten, ergriffen sie die Flucht und rannten den Langenberger Hohlweg in Richtung Otto-Hahn-Strasse davon. Weitere Zeugen werden gebeten, sachdienliche Hinweise unter der Telefonnummer: 07262 6095-0 der Polizei in Eppingen mitzuteilen.",
09.02.2014,Flein,,Falterstraße,,,x,,,"Ein Ladengeschäft in der Fleiner Falterstraße war in der Zeit von Samstag, 20.15 Uhr, bis Sonntag, 08.00 Uhr, das Ziel eines Einbrechers. Der Unbekannte hatte versucht, ein Fenster aufzuhebeln, um so in das Innere des Gebäudes zu gelangen. Der Täter scheiterte jedoch mit seinem Vorhaben und hinterließ einen Sachschaden von mehreren hundert Euro. Hinweise nimmt die Polizei Untergruppenbach unter der Tel.Nr.: 07131 64463-0 entgegen.",
09.02.2014,Zaberfeld,,,,,,x,,"Unbekannte brachen in der Nacht von Freitag 07.02. auf Samstag 08.02. mit brachialer Gewalt in eine Gaststätte in Zaberfeld ein. Sie durchsuchten mehrere Räume, wobei es ihnen gelang, Bargeld in Höhe von ca. 200 Euro zu entwenden. Der entstandene Schaden dürfte auf 1.000 Euro zu beziffern sein. Sachdienliche Hinweise nimmt das Polizeirevier Lauffen unter Tel. 07133 209-0 entgegen.",
10.02.2014,Eppingen,,Leinbergstraße,,,,x,,Eine Höhengaststätte in der Eppingen-Kleingartacher Leinbergstraße war in der Nacht zum Montag das Ziel eines bislang unbekannten Einbrechers. Der Täter hatte eine Tür aufgebrochen und konnte so in das Innere des Gasthauses gelangen. Im Innern wurden einige Behältnisse durchsucht. Vermutlich wurde jedoch nichts gestohlen. Sachdienliche Hinweise nimmt die Polizei Eppingen unter der Tel.Nr.: 07262 6095-0 entgegen.,
10.02.2014,Heilbronn,,Karlstraße,,x,,,,"In Heilbronn war am Montag ein Einbrecher unterwegs. In der Schulgasse drang er in der Zeit zwischen 7.45 Uhr und 19 Uhr in eine Wohnung im zweiten Obergeschoß des Acht-Parteien-Hauses ein. Er durchsuchte die Räumlichkeiten, fand jedoch offenbar keine Beute. Beim Sachschaden blieb es auch in einem weiteren Fall. Ebenfalls im gleichen Zeitraum verschaffte sich ein Unbekannter auch Zugang zu einem Mehrfamilienhaus in der Karlstraße. Im zweiten Obergeschoß suchte er in einer Wohnung nach Stehlenswertem, nachdem er die Eingangstür zuvor gewaltsam geöffnet hatte. Auch hier fand der Täter offenbar nichts von Interesse. Im Zusammenhang mit dieser Tat steht vermutlich ein etwa 30 bis 35 Jahre alter Mann, der gegen 16 Uhr, bei einem Hausbewohner geklingelt und nach einem ""David"" gefragt hatte. Nachdem der Zeuge weder jemand dieses Namens noch den Besucher kannte, wartete er, bis der Unbekannte zum Ausgang ging und schloss die Tür. Der verdächtige Mann war etwa 185 bis 190 groß und hatte schwarze, unordentliche Haare und einen ""Zweitagebart"". Er hatte eine sportliche Statur und war dunkel gekleidet. Eventuell hatte er zuvor eine schwarze Mütze getragen. Er sprach mit starkem, vermutlich südosteuropäischem Akzent. Weitere Hinweise zu den beiden Einbrüchen nimmt die Polizei in Heilbronn, Telefon 07131 104 2500 entgegen.",
10.02.2014,Oberstenfeld,,Hagstolz,,,,x,,"Auf Haushaltsgeräte und Nahrungsmittel abgesehen hatten es unbekannte Täter, die im Zeitraum zwischen Sonntag 11:30 Uhr und Montag 14:30 Uhr die Eingangstür eines Vereinsheims in der Straße ""Hagstolz"" aufhebelten und auf diese Weise in die Räumlichkeiten gelangten. Dabei ließen sie die Geräte sowie Getränke und Süßigkeiten mitgehen. Auf ihrer weiteren Diebestour hebelten sie zudem eine Tür zum Lagerraum auf, aus dem sie unter anderem kistenweise alkoholische Getränke entwendeten. Der Wert des Diebesguts wurde mit etwa 1.000 Euro angegeben. Der angerichtete Sachschaden beläuft sich auf 500 Euro. Hinweise nimmt der Polizeiposten Großbottwar, Telefon 07148/1625-0, entgegen.",
11.02.2014,Bad Friedrichshall,,Würzburger Straße,,x,,,,"Ein Wohnhaus in der Duttenberger Würzburger Straße war in der Zeit von Donnerstag, 06. Februar, bis Dienstag, 11. Februar 2014, das Ziel eines Einbrechers. Der Unbekannte hatte während der Abwesenheit der Wohnungsinhaber einer Tür aufgehebelt und die Räume offenbar gezielt nach Bargeld durchsucht. Dem Täter fielen dabei mehrere hundert Euro in die Hände. Sachdienliche Hinweise nimmt die Polizei Bad Friedrichshall unter der Tel.Nr.: 07136 9803-0 entgegen.",
