Datum,Gemeinde,Ortsteil,Straße,Kategorie,Einbruchsversuch,Täter festgenommen?,ganze Polizei-Meldung
19.12.2014,Ellhofen,,Ostraße,,,,"Die Abwesenheit von ca. 2 Stunden nutzten Einbrecher aus, um ein Einfamilienhaus einer Familie in Ellhofen in der Oststraße heimzusuchen. Am Freitag verließen die Eigentümer zu der fraglichen Zeit zwischen 16.00 - 18.00 Uhr das Haus um einen Besuch bei Verwandten zu tätigen. Bei der Rückkehr gegen 18.00 Uhr stellten sie dann den Einbruch fest. Der oder die Täter verschafften sich, wie bei den Einbrüchen in Weinsberg und Umgebung zuvor, über ein abgewandtes Fenster an der Gebäuderückseite Zugang zu den Räumlichkeiten im Erdgeschoß. Nachdem sie das Fenster geöffnet hatten, stiegen sie ein und öffneten als Fluchtweg die daneben liegende Terrassentüre. Im Wohnhaus wurden alle Schränke und Kommoden geöffnet und durchwühlt. Es wurde aus verschiedenen Zimmern Schmuck, Bargeld, Dokumente und Zahlungsunterlagen sowie um-fangreich EDV-Zubehör und Unterhaltungselektronik entwendet. Den Wert des Diebesgutes beziffern die Polizei und die Eigentümer im vierstelligen Bereich. Sachdienliche Hinweise nimmt das Polizeirevier Weinsberg unter Telefon 07134/9920 entgegen."
19.12.2014,Waldbrunn,Stümpfelbrunn,An der Brechdarre,,,,"In der Zeit vom vergangenen Mittwoch, 14.00 Uhr bis Freitag, 14.00 Uhr gelangten der oder die Täter über die Terrasse in die Räumlichkeiten eines größeren Einfamilienhauses mit der Straßenbezeichnung ""An der Brechdarre"". Vermutlich drückten sie die zweiflügelige Terrassentüre auf und gelangten so in die dahinterliegenden Räumlichkeiten. In einer Büroräumlichkeit hebelten sie eine Komode und einen Schrank auf. Entwendet wurde vermutlich nichts. Die Eigentümer waren kurzzeitig außer Haus. Es entstand ein Sachschaden von ca. 500 Euro. Sachdienliche Hinweise nimmt das Polizeirevier Mosbach unter Telefon 06261/8090 entgegen."
02.10.2014,Bretzfeld,Bitzfeld,Heilbronner Straße,Firmengebäude,X,,"In der Nacht auf Donnerstag brachen bislang Unbekannte um kurz vor 4:00 Uhr in ein Tankstellengebäude in der Heilbronner Straße in Bitzfeld ein. Offenbar verließen sie dieses aber unverrichteter Dinge, nachdem ein akustischer Alarm ausgelöst hatte. Über die angerichteten Schäden liegen bislang keine Informationen vor. Sachdienliche Zeugenhinweise nimmt die Polizei in Öhringen unter der Telefonnummer: 07941 930-0 entgegen."
02.10.2014,Obersulm,Willsbach,Neuhausstraße,Einkaufsmöglichkeit,,,"In den späten Abendstunden des vergangenen Donnerstag drangen bislang Unbekannte nach Aufhebeln einer Noteingangstüre in die Produktionshalle einer Großbäckerei in der Willsbacher Neuhausstraße ein. Nahezu alle Räumlichkeiten wurden durchsucht. Selbst ein Tresor hielt ihren Kraftanstrengungen nicht stand. Über die Art und Höhe des Diebesgutes sowie den angerichteten Sachschaden liegen derzeit noch keine genauen Angaben vor. Die Kriminalpolizei Heilbronn, Telefon 07131 104-4444, sucht Zeugen, die verdächtige Wahrnehmungen gemacht haben. Vermutlich parkten die Einbrecher ihren dunklen Pkw, evtl. Audi A 6, auf einem parallel zur Bundesstraße 39 verlaufenden Feldweg gegenüber des Firmenareals. Nach dem Einbruch dürften die Täter das Areal gegen 23:30 Uhr wieder über die zuvor aufgebrochene Notausgangstüre verlassen haben. Anschließend gingen sie vermutlich an der parallel zur B 39 verlaufenden Glasfront des Firmengebäudes entlang, um dann wieder die Straße zu überqueren und mit ihrem bereitgestellten Pkw in Richtung Ortsmitte Willsbach davonzufahren. Zeugen, die im Bereich der Bundesstraße 39 verdächtige Fahrzeuge oder Personen gesehen haben werden ebenfalls gebeten, sich zu melden."
02.10.2014,Brackenheim,,Marktstraße,Gaststätte,,,Ein bislang unbekannter Täter verschaffte sich in der Nacht zum vergangenen Donnerstag durch Aufbrechen der Eingangstüre Zugang zu einer Gaststätte in der Marktstraße. Im Gastraum brach der Täter drei Geldspielautomaten auf. Neben dem darin vorgefundenen Bargeld in unbekannter Höhe fielen dem Täter mehrere Geldbörsen mit mehreren hundert EURO Bar-geld in die Hände.
02.10.2014,Obersulm,,,Einkaufsmöglichkeit,,,"Am vergangenen Donnerstag gegen 23.30 Uhr verschafften sich bislang unbekannte Täter durch Aufbrechen einer Türe Zugang zur Produktionshalle einer Bäckerei im Industriegebiet von Obersulm. Im Gebäude brachen die Täter weitere Türen auf und durchsuchten verschie-dene Räumlichkeiten. Im Rahmen der Durchsuchung fanden die Täter insgesamt drei Tresore vor, welche aufgebrochen oder aufgeflext wurden. Aus den Tresoren und vorgefundenen Geldbörsen entwendeten die Täter Bargeld in noch nicht bezifferbarer Höhe. In einer Räumlichkeit versprühten die Täter vermutlich zum Beseitigen von Spuren den Inhalt eines Feuerlöschers. Nach vorliegenden Erkenntnissen dürften die Täter mit einem dunklen Audi A6 zum Tatort gelangt sein. Personen, welche zur Tatzeit verdächtige Wahrnehmungen gemacht habe, werden gebeten sich unter der Rufnummer 07134/992-0 mit dem Polizeirevier Weinsberg in Verbindung zu setzen."
02.10.2014,Heilbronn,,Bahnhofstraße,Einkaufsmöglichkeit,,,"Auch bei einem Einbruch in der Nacht zum Donnerstag in Heilbronn hatten es die Täter auf Bargeld abgesehen. Kurz nach 02 Uhr brachen die Unbekannten ein Fenster auf und gelangten so ins Innere der Spielhalle in der Bahnhofstraße. Im Gastraum wuchteten sie zwei Geldspielautomaten auf. Ferner nahmen sie eine Wechselgeldkassette mit Bargeld in noch unbekannter Höhe mit. Zeugen, die verdächtige Beobachtungen gemacht haben, mögen sich mit der Heilbronner Polizei unter Telefon 07131 104-2500 in Verbindung setzen."
02.11.2014,Heilbronn,Kirchhausen,Eichhäuser Straße,,,,"Auf zwei Kettensägen sowie eine Heckenschere hatten es bislang unbekannte Einbrecher in der Nacht zum Sonntag in Heilbronn-Kirchhausen abgesehen. Nachdem sich der oder die Langfinger gewaltsam Zutritt in die Scheune in der Eichhäuser Straße verschafft hatten, entwendeten sie die Werkzeuge im Wert von mehreren hundert Euro. Personen, die sachdienliche Hinweise geben können, sollten sich bei der Böckinger Polizei unter Telefon 07131 20406-0 melden."
02.11.2014,Schwaigern,Stetten,Bahnhofstraße,Einkaufsmöglichkeit,,,"Eine Bäckerei in Schwaigern-Stetten war in der Nacht zum Sonntag das Ziel bislang unbekannter Einbrecher. Nachdem diese ein Fenster am Gebäude in der Bahnhofstraße gewaltsam geöffnet hatten, gelangten diese ins Innere der Bäckerei. Dort durchstöberten die Einbrecher das Inventar nach möglichem Diebesgut, wobei ihnen einige wenige hundert Euro Bargeld in die Hände fielen. Zeugen des Vorfalls oder Personen, die im Vorfeld etwas Verdächtiges beobachtet haben, sollten sich bei der Lauffener Polizei unter Telefon 07133 209-0 melden."
02.11.2014,Neckarsulm,,Steppachweg,,,,"Ein Einfamilienhaus im Steppachweg in Neckarsulm war am vergangenen Wochenende das Ziel bislang unbekannter Einbrecher. Diese verschafften sich zwischen Freitagmorgen und Sonntagnachmittag gewaltsam Zutritt in die Räumlichkeiten des Wohnhauses. Dort durchstöberten der oder die Täter verschiedene Schränke und Schubladen nach möglichem Diebesgut. Dabei hatten es die Langfinger hauptsächlich auf Schmuck abgesehen, welchen sie entwendeten. Der Wert des Diebesgutes ist noch nicht bekannt. Zeugen, die etwas Verdächtiges beobachtet haben oder weitere sachdienliche Hinweise geben können, sollten sich bei der Neckarsulmer Polizei unter Telefon 07132 9371-0 melden."
02.11.2014,Obersulm,Willsbach,Mühlstraße,Einkaufsmöglichkeit,,,"Auf den Tresor einer Bäckereifiliale hatten es bislang unbekannte Einbrecher in der Nacht zum Sonntag in Obersulm-Willsbach abgesehen. Durch ein vermutlich gekipptes Fenster gelangten die Unbekannten zwischen Samstag, 22 Uhr und Sonntagmorgen, 04:30 Uhr, in die Räumlichkeiten in der Mühlstraße. Dort machten sich diese an einem fest installierten Tresor zu schaffen und rissen diesen mit brachialer Gewalt aus der Wand. Nach bisherigen Erkenntnissen dürften die Täter den Safe mit einem bereitgestellten Fahrzeug abtransportiert haben. Kurz vor 10 Uhr fanden Radfahrer den aufgebrochenen Tresor im Waldgebiet zwischen Lehrensteinsfeld und Unterheinriet, im Gewann Steinbuchwald und alarmierten die Polizei. Entgegen der Vermutung der Einbrecher befanden sich weder Bargeld noch wertvolle Gegenstände in dem Wertschrank. Der angerichtete Sachschaden kann derzeit noch nicht beziffert werden. Zeugen, die etwas Verdächtiges beobachtet haben oder weitere sachdienliche Hinweise geben können, sollten sich mit der Polizei Obersulm unter Telefon 07133 209-0 in Verbindung setzen."
02.11.2014,Schöntal,Sindeldorf,Wallbrunnenstraße,Firmengebäude,,,"Bislang unbekannte Einbrecher suchten in der Zeit zwischen Freitag, 18:30 Uhr, und Sonntag, 16:30 Uhr, eine Firma in der Sindeldorfer Wallbrunnenstraße auf. Nachdem eine Nebeneingangstüre des Firmengebäudes mit brachialer Gewalt aufgehebelt wurde, gelangten sie ins Gebäudeinnere. Hier wurde eine weitere Türe aufgebrochen, so dass der Zugang zum Bürotrakt möglich war. Derzeit ist noch nicht bekannt, ob beim Einbruch etwas entwendet wurde. Ebenso kann die Höhe des Sachschadens noch nicht beziffert werden. Die Polizei Krautheim, Telefon 06294 234, sucht Zeugen."
02.11.2014,Bretzfeld,Rappach,Albert-Schweitzer-Straße,,,,"Zwei Uhren sind nach derzeitigem Stand der Ermittlungen die Beute, die einem noch Unbekannten bei einem Einbruch in der Albert-Schweitzer-Straße in Rappach, in der Zeit zwischen Freitag, 7:45 Uhr, und Sonntag, 19 Uhr, in die Hände fielen. Der Einbrecher war zuvor über eine Garage auf den Balkon der Wohnung gestiegen und hatte dann die Terrassentüre aufgehebelt. Zeugen, die im Tatzeitraum verdächtige Wahrnehmungen gemacht haben werden gebeten, sich bei der Bretzfelder Polizei, Telefon 07946 940010, zu melden."
02.11.2014,Öhringen,,Heilbronner Straße,Firmengebäude,,,"Werkzeugmaschinen, wie zum Beispiel Akku-Hobel, Stichsäge, Flex und Akku-Schrauber in noch nicht bekanntem Wert, nahmen Unbekannte bei einem Einbruch in eine Öhringer Handwerksfirma in der Heilbronner Straße mit. In der Zeit zwischen Samstag, 18 Uhr, und Sonntag, 14:30 Uhr, stiegen sie über ein zuvor aufgehebeltes Fenster in die Räumlichkeiten ein. Wer im Zusammenhang mit dem Einbruch verdächtige Wahrnehmungen gemacht hat oder Hinweise zum Diebesgut geben kann, wird gebeten, sich bei der Polizei Öhringen, Telefon 07941 9300, zu melden."
02.12.2014,Bad Rappenau,,Bergstraße,,X,,"Zu einem Einbruchsversuch kam es in der Zeit von Samstag bis Dienstag in der Bad Rappenauer Bergstraße. Hier wollte ein Täter den Rollladen eines Wohnhauses gewaltsam öffnen, was jedoch glücklicherweise nicht gelang. Der verhinderte Einbrecher suchte daraufhin das Weite. Über die Höhe des angerichteten Sachschadens liegen keine Erkenntnisse vor. Sachdienliche Hinweise zur Tat nimmt die Polizei Bad Rappenau unter der Tel.Nr.: 07264 9590-0 entgegen."
02.12.2014,Brackenheim,,Wildeckstraße,,,,"Mindestens ein unbekannter Einbrecher verschaffte sich in der Nacht zum Dienstag Zutritt in die Garage eines Wohnhauses in der Brackenheimer Wildeckstraße. Vermutlich zwischen 01 Uhr und 4:45 Uhr gelang der Täter über ein elektrisches Tor in die Garage und durchstöberte das unverschlossen abgestellte Fahrzeug. Stehlenswertes fand er jedoch nicht. Von der Garage gelangte der Unbekannte über eine Tür ins angrenzende Wohnhaus und durchstöberte auch dort den Wohnbereich nach möglichem Diebesgut. Dabei fiel ihm ein Rucksack ohne bedeutenden Inhalt in die Hände, weswegen er sich diesem nur wenige Meter vom Haus wieder entledigte. Weitere Gegenstände entwendete er wahrscheinlich nicht. Personen, die etwas Verdächtiges beobachtet haben oder andere sachdienliche Hinweise geben können, sollten sich mit der Brackenheimer Polizei unter Telefon 07135 6096 in Verbindung setzen."
02.12.2014,Hardthausen,Kochersteinsfeld,,,,,"Auch im Hardthausener Ortsteil Kochersteinsfeld blieb am Mittwoch ein Wohnhaus nicht von Einbrechern verschont. Über ein zuvor gewaltsam geöffnetes Fenster gelangten die Täter zwischen 7 Uhr und 17:30 Uhr ins Innere des Wohnhauses. Dort durchstöberten die Langfinger Schränke und Schubladen nach möglichem Diebesgut. Ob etwas gestohlen wurde, ist bislang jedoch nicht bekannt. Wer verdächtige Beobachtungen gemacht hat oder weitere sachdienliche Hinweise geben kann, wird gebeten, diese der Polizei Neckarsulm unter Telefon 07132 93710 zu melden."
02.12.2014,Siegelsbach,,Alte Heidelberger Straße,,,,"Mit der Bearbeitung eines Einbruchsdeliktes ist derzeit die Polizei Bad Rappenau befasst. In der Zeit von Sonntag bis Dienstag hatte ein bislang Unbekannter das Fenster eines Wohnhauses in der Siegelsbacher Straße ""Alte Heidelberger Straße"" aufgewuchtet und konnte so in das Innere des Gebäudes gelangen. Dort durchsuchte der Einbrecher sämtliche Zimmer und Behältnisse. Was der Täter mitgehen ließ ist noch nicht bekannt. Personen, die während des Tatzeitraumes im Bereich der alten Heidelberger Straße verdächtige Wahrnehmungen machen konnten, werden gebeten, sich unter der Tel.Nr.: 07264 9590-0 mit der Polizei Bad Rappenau in Verbindung zu setzen."
20.10.2014,Heilbronn,,Röntgenstraße,,X,,"Ein bislang Unbekannter wuchtete am Montag, gegen 10.00 Uhr, das Fenster eines Wohnhauses in der Heilbronner Röntgenstraße auf und konnte so in das Innere des Hauses gelangen. Der aufmerksame Wohnungsinhaber hörte jedoch die Einbruchsgeräusche und wollte nach dem rechten sehen. Der dadurch gestörte Täter ließ daraufhin von seinem weiteren Vorhaben ab und flüchtete durch das Fenster eines anderen Raumes ins Freie. Vermutlich wurde nichts gestohlen. Der angerichtete Sachschaden beläuft sich auf rund 200 Euro. Personen, die am Montagvormittag im Bereich des Tatortes verdächtige Beobachtungen machen konnten, werden gebeten, sich unter der Tel.Nr.: 07131 104-2500 mit der Polizei Heilbronn in Verbindung zu setzen."
20.10.2014,Heilbronn,,Rosenbergstraße,Firmengebäude,,,Ein Bürogebäude in der Heilbronner Rosenbergstraße war in der Zeit von Freitag bis Montag das Ziel eines Unbekannten. Der Täter verschaffte sich auf noch nicht geklärte Art Zugang zu dem Gebäude und brach dort mehrere Büros auf. Nach dem bisherigen Kenntnisstand dürfte der Einbrecher zwei Laptops und eine Docking-Station gestohlen haben. Die Höhe des angerichteten Sachschadens steht momentan noch nicht fest. Sachdienliche Hinweise zu dem Einbruch nimmt die Heilbronner Polizei unter der Tel.Nr.: 07131 104-2500 entgegen.
20.10.2014,Untereisesheim,,Gustav-Stresemann-Straße,,,,"Mit der Bearbeitung eines Einbruchdeliktes sind derzeit die Beamten der Neckarsulmer Polizei befasst. Ein Unbekannter hatte am Montag, in der Zeit von 08.20 Uhr bis 17.45 Uhr, ein Fenster aufgebrochen und sich so gewaltsam Zugang zu dem Wohnhaus in der Untereisesheimer Gustav-Stresemann-Straße verschafft. Im Innern des Gebäudes durchwühlte der Täter mehrere Behältnisse und suchte danach unerkannt das Weite. Ob etwas gestohlen wurde, ist derzeit noch nicht bekannt. Über die Höhe des angerichteten Sachschadens liegen momentan keine Erkenntnisse vor. Sachdienliche Hinweise zum Einbruch nimmt die Polizei Neckarsulm unter der Tel.Nr.: 07132 9371-0 entgegen."
20.11.2014,Heilbronn,Horkheim,Untere Kanalstraße,,X,,"Noch einmal glimpflich ging es für eine Frau am vergangenen Donnerstagmorgen in Horkheim aus. Während die 83-Jährige sich im Garten ihres Einfamilienhauses in der Unteren Kanalstraße befand, drang ein unbekannter Mann durch die offene Terrassentüre in das Erdgeschoss ein. Eine Nachbarin konnte beobachten, wie er dort eine Schranktüre öffnete, entwendet wurde jedoch nichts. Der Mann war vorher mit einem Zettel in der Hand auf der Unteren Kanalstraße unterwegs, was vermuten lässt, dass er womöglich dort betteln wollte. Er war zirka 30 bis 40 Jahre alt, etwa 1,80 Meter groß, von schlanker Statur, trug kurze dunkle Haare, war mit einer dunklen Jacke bekleidet und sprach verständlich Deutsch. Wer sachdienliche Angaben zu dieser Person machen kann, wird gebeten, sich unter der Telefonnummer 07131 253093 beim Polizeiposten Heilbronn-Sontheim zu melden."
20.12.2014,Weinsberg,,Lenaustraße,,,,"Keine Beute, dafür umso höherer Sachschaden ist das Ergebnis eines Einbruchs in der Weinsberger Lenaustraße. Unbekannte verschafften sich am Sammstag zwischen 15:00 Uhr und 18:15 Uhr Zuganz zu einem Wohnhaus und durchsuchten mehrere Zimmer. Der entstandene Sachschaden kann noch nicht beziffert werden. Zeugenhinweise nimmt die Kriminalpolizei Heilbronn, Telefon 07131 104-4444, entgegen."
20.12.2014,Obersulm ,Weiler,Reisacher Straße ,Firmengebäude,,,"Erheblichen Sachschaden richteten bislang unbekannte Täter an, die in der Nacht von Samstag auf Sonntag in der Reisacher Straße in Obersulm-Weiler in ein Bürogebäude einbrachen. Mit roher Gewalt wurden mehrere Türen aufgebrochen und diverse Gegenstände zerstört; Diebesbeute: Zwei ältere Smartphones. Zeugenhinweise nimmt der Polizeiposten Obersulm unter der Telefonnummer 07130 7077 entgegen."
20.12.2014,Brackenheim,Hausen,Industriestraße,Firmengebäude,,,"In der Zeit von Freitag auf Samstag, 20.45 - 05.00 Uhr, gingen Einbrecher ein Betriebsgebäude in der Industriestraße in Brackenheim-Hausen an. Zunächst hebelten sie an verschiedenen Werkhallen die Zugangstüren, vermutlich mit einem kleinen Stemmeisen, auf. Danach werden die vorgefundenen 6 Getränkeautomaten und ein Pfandflaschenautomat brachial aufgebrochen und die Münzbehälter entleert. Im weiteren Verlauf brachen die Täter ein Fenster zum Verwaltungsgebäude der gleichen Fir-ma auf und drangen in das vierstöckige Gebäude ein. Die Täter betraten sämtliche Büroräume im Erdgeschoß und brachen zahlreiche Behältnisse und Büroschränke auf. In einem Raum fanden die Täter einen größeren Tresor vor, den sie versuchten mit einem mitgebrachten Trennschleifer aufzuflexen. Die Täter waren offensichtlich auf der Suche nach Bargeld, denn wertvolle Werkzeuge und Elektronikblieben unberührt. Alleine der Sachschaden an den Getränkeautomaten beläuft sich auf 8.000 - 10.000 Euro. Die Polizei erbittet Hinweise von Zeugen, die verdächtige Wahrnehmungen zu dem Einbruch machen können. Hinweise nimmt das Polizeirevier Lauffen unter Telefon 07133/2090 entgegen."
20.12.2014,Leingarten,Großgartach,Augelbaumstraße,,,,"Einbrecher dringen in Einfamilienhaus ein - Am vergangenen Samstag, in der Zeit von 13.30 - 20.00 Uhr drangen unbekannte Täter in ein Einfamilienhaus in der Augelbaumstraße ein. Vermutlich kamen die Täter über den Gartenbe-reich auf die Terrasse. Hier versuchten sie die Terrassentüre zu öffnen, was jedoch wegen eines Sicherungsmechanismus nicht gelang. Schließlich warfen sie die Scheibe eines dane-ben befindlichen Fensters ein. Anschließend wurde dieses Fenster geöffnet und die Täter drangen in das Wohnobjekt ein. Hier öffneten sie und durchwühlten sämtliche Schränke und Behältnisse. Der oder die Täter erbeuteten Schmuck, Bargeld und ein Laptop im vierstelligen Eurobereich."
20.12.2014,Schwaigern,,Lohmühlstraße ,,,,"Ebenfalls am vergangen Samstag, in der Zeit von 14.40 - 19.00 Uhr drangen unbekannte Täter in ein Einfamilienhaus in der Lohmühlstraße ein. Sie hebelten die Terrassentüre, vermutlich mit einem mitgebrachten Schraubendreher auf und verschafften sich so Zugang in das Wohnobjekt. Auch hier werden sämtliche Schränke und Behältnisse geöffnet und durchwühlt. Es wurde Silber- und Goldschmuck in unbekannter Höhe entwendet. Sachdienliche Hinweise nimmt das Polizeirevier in Lauffen unter 07133/2090 entgegen."
20.12.2014,Heilbronn,Böckingen,August-Mogler-Straße,Firmengebäude,,,"In der Zeit vom vergangenen Freitag auf Samstag, 20.30 - 00.30 Uhr, drangen bislang unbe-kannte Täter in die Räumlichkeiten einer Firma in der August-Mogler-Straße ein. Zunächst bohrten sie den Schließzylinder der Terrassentüre an der südlichen Gebäudeseite auf. Nach dem Eindringen in das Gebäude durchsuchten sie mehrere Schränke und Büroräu-me. In einem Wandschrank fanden sie einen kleineren grauen Möbeltresor, mit den Maßen 30 x 50 cm, vor. Den Tresor brachen der oder die Täter aus der Wand und entwendeten ihn. In dem Tresor befand sich ein größerer Bargeldbetrag im fünfstelligen Bereich in Scheinen, sowie Dokumente und weitere Unterlagen. Bislang ist der Tresor noch nicht aufgefunden worden. Zeugen, die verdächtige Wahrnehmungen gemacht haben, werden gebeten sich beim Polizeirevier Heilbronn-Böckingen unter Telefon 07131/204060 zu melden."
20.12.2014,Flein,,Talheimer Straße,,,,"Vom Freitag auf Samstag, in der Zeit zwischen 23.30 - 09.30 Uhr verschafften sich unbe-kannte Täter auf bislang noch nicht geklärte Weise Zugang zu dem Treppenaus eines Mehrfamilienhauses in der Talheimer Straße. Von dort drangen der oder die Täter in den Kel-lerbereich vor, hier durchsuchten sie mehrere unverschlossene Kellerabteile. Aus einem Abteil einer 51-jährigen Geschädigten wurden wohl zwei hochwertige Nähmaschinen und ca. 80 Rollen Garn im Wert von ca. 2000 Euro entwendet. Zeugen werden gebeten sich beim Polizeirevier Weinsberg unter Telefon 07134/9920 zu melden."
20.12.2014,Ingelfingen ,,Schloßstraße,,,,"In der Zeit vom Freitag auf Samstag, zwischen 19.30 und 07.00 Uhr, reißt ein unbekannter Täter das Eisengitter an der Gebäuderückseite eines Geschäftes in der Schloßstraße ab und hebelt das Holzfenster zum Lagerraum auf. Im Gebäudeinneren hebelt er weitere Türen auf und gelangt so schließlich in den Verkaufsraum. Die verriegelte Kasse geht der Langfinger nicht an, die Türen zum Kühlraum wurden jedoch geöffnet. Augenscheinlich wurde nichts entwendet. Evtl. war es der gleiche Täter, der auch die Ausstellungsräume in der Mariannenstraße aufbrach. Sachdienliche Hinweise auch hier an das Polizeirevier Künzelsau unter 07940/9400."
20.12.2014,Pfaffenhofen,,Zeiltorstraße,Gaststätte,,,"Am vergangenen Samstag, zwischen 00.30 - 10.15 Uhr, drangen unbekannte Täter in der Zeiltorstraße in eine Gaststätte ein. Sie hebelten zunächst mit einem unbekannten Werkzeug die Nebeneingangstüre zur Gaststätte auf. Anschließend begaben sich der oder die Täter in den Gastraum und hebelten 3 Geldspielautomaten auf. Aus diesen konnten sie einen vierstelligen Betrag in Scheinen und Münzen erbeuten. Zudem wurde aus einer Schublade ein geringer Bargeldbetrag entwendet. Der oder die Täter verließen die Gaststätte auf dem gleichen Wege wieder. Ein der Polizei bekannter Zeuge fuhr gegen 05.15 Uhr aus der Entengasse weg und erkannte hinter mehreren Pflanzkübeln zwei Jugendliche, die sich offenbar dort versteckten. Die Jugendlichen oder jüngeren Erwachsene rannten in Richtung Zeiltorstraße davon. Bei Tageslicht konnte ein Verwandter des Zeugen im Hof neue 2 Euro-Münzen auffinden. Sachdienliche Hinweise nimmt das Polizeirevier in Lauffen unter Telefon 07133/2090 ent-gegen."
21.10.2014,Neuenstadt,Kochertürn,Graf-von-Düren-Straße,,X,,"Ein bislang Unbekannter machte sich in der Nacht zum Dienstag an der Haustür eines Wohnhauses in der Neuenstadt-Kochertürner Graf-von-Düren-Straße zu schaffen. Mit einem unbekannten Gegenstand versuchte der Täter offenbar die Tür zu öffnen. Dies gelang jedoch nicht, sodass der verhinderte Einbrecher unverrichteter Dinge wieder von dannen ziehen musste. Personen, welche diesbezüglich sachdienliche Angaben machen können, werden gebeten, sich mit der Neuenstadter Polizei unter der Tel.Nr.: 07139 4710-0 in Verbindung zu setzen."
21.10.2014,Heilbronn,,Gartenstraße,,,,"Ein bislang unbekannter Täter brach in der Zeit von Montag, 18.00 Uhr bis Dienstag, 09.30 Uhr, das Fenster eines Wohn- und Geschäftshauses in der Heilbronner Gartenstraße auf und konnte so in das Innere des Gebäudes gelangen. Dort ließ der Einbrecher einen vorgefundenen Geldbeutel mit einem Inhalt von etwa 100 Euro Bargeld mitgehen. Der angerichtete Sachschaden dürfte bei rund 300 Euro liegen. Sachdienliche Hinweise nimmt die Polizei Heilbronn unter der Tel.Nr.: 07131 104-2500 entgegen."
21.10.2014,Heilbronn,,Heidelberger Straße,,,,"Mit der Bearbeitung eines Einbruchsdeliktes sind derzeit die Beamten des Böckinger Polizeireviers befasst. Am Dienstag, vermutlich gegen 04.00 Uhr, wurde in eine Wohnung in der Heidelberger Straße in Heilbronn eingebrochen. Der oder die Täter drangen vermutlich über die Balkontür in die Räumlichkeiten ein und durchsuchten zwei Zimmer. Derzeit steht noch nicht fest, ob etwas gestohlen wurde. Personen, welche am frühen Dienstagmorgen im Bereich der Heidelberger Straße verdächtige Wahrnehmungen machen konnten oder sonstige sachdienliche Hinweise geben können, werden gebeten, sich unter der Tel.Nr.: 07131 20406-0 mit der Polizei Heilbronn-Böckingen in Verbindung zu setzen."
21.11.2014,Leingarten,Schluchtern,Parkstraße,,,,"Als die Geschädigte am Freitag, 21.11.2014, gg. 22.30 Uhr zu ihrem Wohnhaus in der Parkstraße in Schluchtern zurückkam, stellte sie fest, dass sämtliche Innentüren offenstanden und Schubladen und Schranktüren geöffnet wurden. Offensichtlich waren unbekannte Täter während der Abwesenheit der Hauseigentürmer, in der Zeit zwischen 19.15 Uhr und 22.30 Uhr, in das Objekt eingedrungen. Hierzu hebelten die Täter die rückwärtige Terassentüre auf, die durch eine einbruchhemmende Scheibe geschützt war. Der Holzrahmen der Türe gab jedoch nach und so konnte die Täterschaft in das Objekt eindringen. Im Inneren des Gebäudes wurde hauptsächlich Bargeld entwendet. Ob weitere Gegenstände gestohlen wurden ist noch nicht bekannt. Sachdienliche Hinweise nimmt das Polizeirevier in Lauffen unter Telefon 07133/2090 entgegen."
21.11.2014,Heilbronn,Kirchhausen,Wormser Straße,,,,"Am Freitag, 21.11.2014, in der Zeit zwischen 14.00 Uhr und 19.00 Uhr brachen bislang unbe-kannte Täter in ein Zweifamilienhaus in der Wormser Straße ein. Zunächst versuchten sie die Haustüre aufzubrechen, was jedoch nicht gelang. Danach richteten sie ihr Augenmerk auf ein Fenster, welches zur Gartenseite hin gelegen war. Es gelang den Tätern dieses aufzuhebeln und in das Haus einzudringen. Die Täter durchsuchten sämtliche Räume und entwendeten einen dreistelligen Bargeldbetrag. Ob weitere Gegenstände entwendet wurden, ist auch hier bislang noch nicht geklärt. Sachdienliche Hinweise nimmt das Polizeirevier Böckingen unter Telefon 07131/204060 entgegen."
21.11.2014,Heilbronn,,Mandrystraße,,,,"In der Zeit von Donnerstag 20.11.2014 bis Freitag 21.11.2014, 14.30 Uhr drangen Einbrecher in ein Einfamilienhaus in der Mandrystraße in Heilbronn ein. Den Einbruch bemerkte eine Nachbarin, da sich die Hauseigentümer gerade im Urlaub befanden. Die Terrassentüre hielt den Einbruchversuchen der Täter nicht stand, so dass diese in das Hausinnere vordringen konnten. Hier durchsuchten sie sämtliche Räumlichkeiten, was genau entwendet wurde ist noch nicht bekannt. Wer verdächtige Wahrnehmungen in der fraglichen Zeit gemacht hat, wird gebeten sich beim Polizeirevier Heilbronn, unter Telefon 07131/104-2500 zu melden."
21.11.2014,Eppingen,,Bodelschwinghstraße,,,,"Unbekannte Täter schieben in der Zeit zwischen Mittwoch 19.11.2014 und Freitag 21.11.2014, 12.45 Uhr den Rollladen der Terrassentüre eines Wohnhauses in der Bodelschwinghstraße nach oben und brechen anschließend die Terrassentüre auf. In den dahinterliegenden Räumen werden Schränke und Kommoden geöffnet. Da sich der 62-jährige Geschädigte zur Zeit im Krankenhaus befindet konnte bislang noch nicht geklärt werden, was genau alles fehlt. Jedoch wurde das Wohnhaus bereits vor ca. 2 Wochen schon einmal von Einbrechern angegangen. Ob es sich um dieselben Täter handelt ist unklar. Sachdienliche Hinweise nimmt das Polizeirevier Eppingen unter Telefon 07262/60950 entgegen."
